pool_id,pool_ticker,margin,pledge_lovelace,epoch_stake_lovelace,f_lovelace,operator_reward_c340_lovelace,operator_reward_c170_lovelace,loss_pct
pool140x77a7cz2j689lmxf836qpjtc3y83rka28v6gpswxdw2mag62e,UNDR,0.0299,250000000000.0,6123261201371.0,2653886506.0,500831684.8377241,342647902.42294955,31.584220248770425
pool142xwjhpcvtp7tahpmn8tlnek7smefp9wn66z67j8vjpmjxqdg56,EDEN,0.01,1000000000.0,15013421131919.0,2062221905.0,357335784.0843095,189046994.05427715,47.09542047720763
pool143d6z506u6yfufgzrtx8ywcwx3j4s29lxv5tdugcpcwk2l83gck,,0.05,0.0,70019865303432.0,22095156061.0,1427757803.05,1266257803.05,11.311442294694592
pool1456lrrp0a3gsgkmyx0rm8wkdmdku75tfdlu9xvpffvxmqmjkwee,ADPL,0.05,25000000000.0,141781432515.0,294625557.0,294625557.0,197107473.8810766,33.098989820127315
pool1457cnl7qu568h98xrw8krfnjkhf05mfhaq2l50epwy36yuln20q,GMO1,0.04,35000000000000.0,64892438031818.0,19540726682.0,11049779386.460075,10974601969.263935,0.6803522004091725
pool146s6wt66d069uqfvjh39qn0racde6pytzju7y4mykf88zc0dscz,,1.0,0.0,49670173475712.0,13257093639.0,13257093639.0,13257093639.0,0.0
pool147en6w8f9cplnn5x7qt4ese7fpacmmcwuffrtu0yqxpaz4agppr,STI2,0.015,37000000000.0,15308973774234.0,5008949654.0,421149285.7428168,254103992.8179852,39.664152019206114
pool147tju4482jtl253lgqq88fkefdugcuhaumf8m0rcj8uzxu846qm,,0.05,0.0,74406557501501.0,28281799754.0,1737089987.7,1575589987.7,9.297157956326409
pool149d5lzg7m6susau4f4yfdztgkty34qrcdpvd3ygsetmljgxxf8g,TERA3,0.0,300000000.0,20024820441262.0,6481252675.0,340092004.6103736,170094551.44968984,49.98572470277311
pool14fjmlppz76667ws3jl5luejf2wgztuhpsftulvh3ucc65anqgve,XSP2,0.037,20000000000.0,37102176017223.0,9722620046.0,692027525.626837,528405773.8201096,23.64382134345295
pool14mhf0xtx45a8979mcnad8upas8apwal4nfqd95arv4wlsuk6m9q,GMO2,0.04,20000000000000.0,60103835657889.0,21473345119.0,7936321022.853483,7827427041.167832,1.372096483648771
pool14mm59ntjqzphjr6chrww639cdr3yjce4qcwzc5jkk38y22u7uc6,ZZZ2,0.05,50000000000.0,33328546501727.0,13259655735.0,1004395940.3923498,843138225.185645,16.05519384553788
pool14nxj3szga2tgllwenjgajfl3y4t570yghhyk36d2heuqvy63wl3,,0.05,0.0,14570508614492.0,4419031210.0,543951560.5,382451560.5,29.690143705360324
pool14xq8v9s80ut6vmwp93tzhlydhsdqhxk3e9jerl2kl7hm2dq6pru,ARH,0.05,0.0,70193192449983.0,20622145654.0,1354107282.7,1192607282.7,11.92667686403545
pool14zdcvdec8qmqzsat5wg3a2h9f0u5yzrgjew534z8u3gs5durnjz,PAUL,0.03,100000000000.0,33030614608485.0,10609767246.0,678251930.0938464,513851163.9166335,24.238893968862808
pool150n38x8gquu4yt5s0s6m3ajjqe89y68x96dh32tq8a4es2l6dvp,ETO1,1.0,0.0,4007584229626.0,589204161.0,589204161.0,589204161.0,0.0
pool1522rtve5zlgnlh3zm5a4mcy3u7gpndg3kkac3xyzxmp6x6weca3,1112,0.25,80000000.0,3499196497981.0,1178408658.0,549616540.5201832,422119455.47508955,23.197461438191862
pool153sc4fct34a680nyfj4084w8dpax6c0zt0js8zqvg3sj7wtk486,SASA2,0.03,80000000.0,22253959434916.0,7070452096.0,541937032.1005752,377037624.89396274,30.4277798783106
pool154hq0j6u6ydz62mtlu7xaj78mhreyp0zsv2kq7f0qmne2fu4t7y,CTEC,0.01,30000000000.0,13790648152554.0,5598087950.0,403904873.1504419,235970990.8226606,41.57758261689286
pool155cu3s06js3llfh07vnzepatfuvt3s5s7uwldt9rzz55wz7pugt,SPS,0.05,10000000000.0,11417148837871.0,3535361494.0,502426876.3521523,341068330.2320074,32.115826942157504
pool155p7g23vdme50kp5lfqylfx5h7ndldyz2mletvr8fqucqzyrk44,WPBJ1,0.04,50000000000000.0,74951829703625.0,24520628000.0,16792772952.381535,16738442876.33491,0.3235324874616381
pool15d62znf04qymt6ve536tt5y9ky979ly4um5zmgz9m850vu7wuv7,NUFID,0.03,1000000000.0,41819962655707.0,14140954571.0,754348745.6399975,589452688.7329495,21.859393000932005
pool15ftrqf7j80w57leflatx66x00qfhu483a290gmp7q85pjxrf480,ISPP,0.0,168000000.0,508968655652.0,589204540.0,340082257.2515126,170138370.72664088,49.971406299855076
pool15hx9hze8ulcsw6e7ceelz2pem2g3u9c29wqe4eszkhspj3wcdlx,NETA2,0.05,880000000.0,249274899084.0,294603076.0,294603076.0,176648038.5205185,40.038630648744984
pool15kek228mhvnsncdjn77u8qtrn8hjh5wfzmh6g942xf0353yc77j,TIA,0.05,0.0,35017402005504.0,11489481146.0,897474057.3000001,735974057.3000001,17.994949122636882
pool15r7xg0vrrv2yu8wj3866eap8ftkuxvdk5rjz2lh4xajjq5v3p5d,NUFI0,0.03,1000000000.0,7924254649259.0,2356825210.0,400751633.8348963,235872443.36302218,41.142487404006914
pool15xgej4c7ns20y5pt7dc5vq6yj87ss5sl2ffucmh5j766j90ppur,1PCT5,0.01,50000000000.0,221571814939.0,294646225.0,294646225.0,199092910.76692277,32.429845056754836
pool15z87p296y3m7eq8pwuu8qs6h2v4d2ctnx3yd2vqpl6txkkdvl5h,MUEN,0.02,10000000000.0,9079313264193.0,3240748095.0,401145962.06530017,234729456.1194783,41.48527510760084
pool15zrkyr0f80hxlt4scv72tej8l8zwrcphmrega9wutqchjekceal,ZETE,0.0,10000000000.0,39660795374542.0,12962575948.0,343182633.0835771,173225496.57090625,49.52381622157444
pool164xvrnwxg0xwhkcm0fsnlzmtj3ptp5s7hne32k4dyv60x4utfje,,0.03,200000000.0,23705409510386.0,1473011531.0,373999618.25397813,209101009.49760905,44.09058210438831
pool165ljt7xrrpceutz5ppe96suuw0jcnrvhg0f5vu60df0r5mt0x0c,CSWP1,0.99,1000000000.0,3492506323562.0,294603220.0,294603220.0,293357544.5730691,0.4228315722180173
pool165zu45p489lpuypt4fsuc5g8l9g9ha4dddlls84jlsp3k4vsw9p,SWEET,0.05,2000000000.0,4245248173597.0,294604359.0,294604359.0,176285985.78085908,40.161786343134494
pool167qekemyleju9g7eugaguqxh5telvmmmrs3a7sp897f6za308hg,HOT,0.0,1000000000.0,4385051660072.0,589206138.0,340056830.8328655,170095598.90521178,49.98024345265628
pool167zl76srpt5a2gthpsq0ye9z4fpray5vsh7xyzcn63hd5mnw7fa,NUFI4,0.03,1000000000.0,3241970233631.0,294603219.0,294603219.0,173775377.9494452,41.013754520637065
pool16agnvfan65ypnswgg6rml52lqtcqe5guxltexkn82sqgj2crqtx,SPIRE,0.01,500000000000.0,74661028990201.0,22133971077.0,702432973.5742253,535260067.6035756,23.7991256475355
pool16cerhwlk8nq7rpuerr4g08tpgeq7awnhgxzkyalc8n8xjwzxqm3,PLNGT,1.0,1000000000.0,4802484805767.0,1473016101.0,1473016101.0,1473016101.0,0.0
pool16e43yxx4djcvnsunwgrm8tnph0ljrt3p9tnezu3qvtcwzh4zwwa,FBA,0.05,0.0,70017921810984.0,19443737335.0,1295186866.75,1133686866.75,12.469243176102488
pool16eua0zalaln7q0s9u7jzlyygqad0pu2l2qdxx8r8ueqrw2jdhqf,ETO9,1.0,0.0,54629264107418.0,12667889478.0,12667889478.0,12667889478.0,0.0
pool16fyda57p3c8gp5r6gmcq5tvqsp6mnzwvkxswgznkuh8wztrp6vv,HRMS,0.02,100000000000.0,41005233156591.0,10899772977.0,576432671.2830495,410238960.88848543,28.831417557343286
pool16hs0jxw7h6pwg3ru7rcq3yvg4csj7lhmcpj68kqem2sh5nt8mwk,NUFI7,0.03,1000000000.0,25305884814751.0,7365074115.0,551021501.6017593,386128017.872627,29.925054330875465
pool16j3mvwws7zc9pjluyhddgea0tq647v0dh3y4nkcuckg9znjcun2,ITC3,0.0399,100000000000.0,18925657135335.0,7662167384.0,669299888.4486282,506945299.7183287,24.257375734309708
pool16jefdagcsgzyek9jytzfezx5ajvfkytjgghaps64hzz6uzkpc0e,NGS,0.01,12400000000.0,5776426477938.0,883848537.0,346594266.4858353,178655548.6743944,48.45398035985811
pool16kus5xvdysgmtjp0hhlwt72tsm0yn2zcn0a8wg9emc6c75lxvmc,EDEN,0.01,1000000000.0,33188349828851.0,12345810152.0,460416231.7708794,292121302.8274661,36.5527792745507
pool16pfjyderm8gvzfpcrlk9xunhjetcp4w20g73gzzrvsgncte60e4,,1.0,76800000000000.0,76827873817154.0,28222883662.0,28222883662.0,28222883662.0,0.0
pool16pv24th2tzy8k70vk4ms35tff0fjxfm2dd2psk7cvs27wnjvlgh,SDG13,0.0,10000000000.0,43358939127888.0,11784538933.0,342639487.7649668,172678695.3663102,49.60338737000477
pool16tcjctesjnks0p8sfrlf8f3d3vrp2fdn2msy80sgg3cdjtayu3z,TAPSY,0.01,5000000.0,6967818211174.0,1767612171.0,354277135.89837754,185977256.6678888,47.505148421083724
pool16utp8esfwwpwf4fzlvtulugtdj9mapt42gdwza962pk8q2f45yt,DRMZ,0.01,20000000000.0,576896412917.0,294624090.0,294624090.0,175523537.3552217,40.42458057139126
pool16v0jqnz2zuqsdrf6z94ec5rx9ds0xeghsvmddauzt6j5w2u7lsm,IBEX,0.024,5000000.0,12609984899542.0,4419031280.0,437898329.28435236,271978395.07348746,37.89005874537686
pool170028ak8q37qf4e5lf7z8eyuscgcrqgzn9lh58a4g9ngzd83a0h,AQUA,0.0325,1000000000000.0,1134109469352.0,589502570.0,560957542.5768043,541508225.2333266,3.4671638880432374
pool170hmssk80z2ameg7jhj5m8psnkjejcc77vfpd0875yggxhhntd0,21ADA,0.02,25000000000.0,8158285182110.0,2651668286.0,393175495.3149785,227086019.26787156,42.24308941584731
pool173mzegwuu0pjcrt60ekelzj5haqr8r5e4e0n45qh9jdz7xm5kh8,ROCKY,0.0199,80000000000.0,60065721568395.0,21210366604.0,782563849.0131935,616168761.9387683,21.262812904563383
pool17arsgklktp9sayk5kzaakwvl3jwyczp07guux2yd0upgqh04qjl,RMH,0.05,0.0,70025603129351.0,17086920685.0,1177346034.25,1015846034.25,13.717292563258999
pool17kew7rtakc7g6qzydntann5umw08xq3ll2j7spk7en4kvff69fa,BLOOM,0.04,1000000000000.0,13637592089267.0,5913466687.0,955275377.9855849,804042299.9269179,15.831359369648599
pool17qvfg2g843gw6lurru282kkex6vp3pyj6zwj99j4u6k7zvmva5a,1PCT4,0.01,50000000000.0,5218912081561.0,1178634000.0,356340561.56021136,189652966.57269108,46.77760911014191
pool17rjst78s67lvellg8s586rf076jxa3wnsdz730f4xk2zwuhrtej,NORTH,0.0,10000000000.0,65360966448168.0,15017853430.0,342245660.4036967,172271669.81102926,49.66432310410429
pool17ynruzy9lvq0x55ks22vtf4lrrdrw2ucydh4tfzhg9kkyeaw8nf,ASN,0.0,1000000000.0,1291058696501.0,589206076.0,340193024.59034234,170324699.47116745,49.93292420493599
pool1850xvydng5mkjzkwqw6566y7e6hsrgakc3y87jrnqrkrwdjua2p,BITA,1.0,10000000.0,14055410005692.0,2946020922.0,2946020922.0,2946020922.0,0.0
pool1853ffwhtuka742fq4av7s3ssdpvzhdkpw53th3es36zkwrllj9g,ATLAS,0.0,125000000000.0,6261261916379.0,1468400383.0,362527415.3611149,195921299.89809802,45.95683206387575
pool1859zslu3scj23wxcamw0slkhn80waxwkdl4k8k0asyw7sfa8dv5,UPBIT,1.0,200000000000.0,31596954914928.0,8844874336.0,8844874336.0,8844874336.0,0.0
pool185ev4czpm5hc9xud25xlcz5lhpnl2jztqas6mgxujqke7j5mdzc,ALDIA,0.0,1000000000.0,2178908798827.0,294603219.0,294603219.0,170057186.06444982,42.275856101745504
pool188ah5thmetn7vx5g5ugsq3xr0mwy672twqawn36qnzqmjrdftfp,IGUD,0.005,100000000000.0,217787937530.0,294663861.0,294663861.0,227578053.85172558,22.766893408850848
pool189lsf6c2upyhmrzddyvyfjxxkqnte9pw8aqx7f4cuf85sjxlm02,CRDN2,0.02,100000000000.0,43365790905497.0,13255566654.0,627498522.006181,461282695.79045033,26.488640273497474
pool18gk8kvd9qf829nldqus92q9y640e6u0jdyfz04mmktwxvglgt06,SBP1,1.0,0.0,70059328471079.0,20622145661.0,20622145661.0,20622145661.0,0.0
pool18gsrasdghtjsnzlf20pht85l4epwag74w9pfx5qvdvcpxw68sl6,GCD,0.05,0.0,35009505975753.0,9427266586.0,794363329.3,632863329.3,20.330747158521937
pool18jqumjfevywycjj54m62g74ghds4mmuyqynpwfkaem0xktazlqw,CEX,0.02,1000000000.0,13577700487705.0,4124445083.0,415962052.1971398,249374322.316086,40.04878065225569
pool18ljuhhw27t85zddz0pvsmsjsz5k0mlz03pzsxgh8qarcsw5wycc,CAFE3,0.0,100000000000.0,1005528534682.0,294704858.0,294704858.0,182401921.34770578,38.10691734586005
pool18rhzlrv83a7ygj7cp5uv8dx07qkn5drhe8nh6f3qvhv66xcyj2m,SIPO2,0.039,50000000000.0,32495175930415.0,12081019489.0,815260982.7846277,652142358.558604,20.008148025049753
pool18t0u9vf408ftjf9xdpj47gdwkeq3jz3jqyshumm7fvtfkcq7ul7,KAPY,0.0,200000000000.0,1815569040922.0,589610942.0,367496717.1585213,216223628.2446091,41.16311298875084
pool18ufrgfgmslekdxnk9v9345qvhrr7vfgzkvneqtwm7unnwaht6ww,OGAM,0.0,500000000000.0,69651264686225.0,23613086544.0,507068657.32333744,338289022.816813,33.28536127582037
pool18v9r8afalh50l4lstct2awdc3zspnvurcs7t45nv29uc2mnxc6c,LONDN,0.0,0.0,6060859387932.0,1178407834.0,340000000.0,170000000.0,50.0
pool18vej0s9gska8c847aj95g9v24duuxg2g63d5cuqngnxew643jw9,ADV2,0.0,250000000000.0,69695840683399.0,18551344406.0,405324358.7688648,235934151.2555221,41.79127255708237
pool18xjkr4xpscwxsatewj9lqc6z74vw90qycjd0wrypeqej673j5u8,TAM,0.03,2000000000.0,5442360419804.0,1178417430.0,365451387.6735055,200611986.3796845,45.105698556298435
pool19066qvd5dv6vq7fh5a5l7muzk6nc5fw8zq3w4tclyrhvjvlyeuc,ETO2,1.0,0.0,72220363472387.0,21505951904.0,21505951904.0,21505951904.0,0.0
pool195gdnmj6smzuakm4etxsxw3fgh8asqc4awtcskpyfnkpcvh2v8t,SUNNY,0.02,1000000000.0,30238080275151.0,8533499378.0,504135534.4901415,337541044.0991671,33.045575840921444
pool197na7w0h8hjc8wdvwys7nsalhtpctefa3m23udeqxpfk6nzq8l9,,0.03,0.0,78580631443634.0,21525004705.0,975550141.15,810650141.15,16.903282880530593
pool19egsg4esywdpq8lk5e0r4c8se3mx6k68de2pt2d0fnrs7jntp6m,UPBIT,1.0,200000000000.0,29572552127621.0,9729358413.0,9729358413.0,9729358413.0,0.0
pool19ejln2jcpg5dphc8m5nh8sya49sycsqj0v2cjxw6nku966cc8nu,POP,0.05,50000000000.0,13600011035604.0,4714542244.0,574005831.9044191,413099581.42262614,28.03216300920551
pool19f6guwy97mmnxg9dz65rxyj8hq07qxud886hamyu4fgfz7dj9gl,BERRY,0.015,45000000000.0,32183455492377.0,8247476807.0,469502807.073771,302286941.34818983,35.615519908767496
pool19hrn8me383w9atvmjwukjxqsdvr8udpmyxau956hdc53x669j8p,WAV11,1.0,1000000000.0,58971605546304.0,15908573910.0,15908573910.0,15908573910.0,0.0
pool19k9grwq9cdswn4k7vxzmwcls24jj3466g4s4xr5vucehcqpslfy,ADV4,0.0,250000000000.0,41479930267317.0,10910789163.0,403710263.5833562,234734855.4697482,41.85561363086791
pool19kfm6lz5uw7nylq27swr367mqdycmug7tve94l6h3xsz64seqtc,KILN8,0.05,100000000.0,39351082251739.0,12962496467.0,971155296.1374241,809655706.5454504,16.62963588154294
pool19l206haluae6wyzm7tjpt3gln9paa5m9s4fedec2u09fqz300ht,ETO10,1.0,0.0,50008175819413.0,14730104043.0,14730104043.0,14730104043.0,0.0
pool19lz8nyz0jjpdrdtnjaar4untk4th23gpg5s7aegn7480zff4vgq,MS5,0.025,100000000000.0,28279057385084.0,8252041805.0,565080033.4407277,399916156.23026395,29.228404373942208
pool19m547w9wkcqm5hcstz67fly4ucz0zsp3dqv4n956xyusy4dlpue,WRM01,0.01,100000000.0,4908136538828.0,1178408607.0,348400997.2645922,180104426.2645531,48.30542171847651
pool19qgfp80d2sv3p2azmygfq87g7va4s3ewd6aaulas6eqsyz4r2yl,P2P2,0.15,0.0,19085462148894.0,1767612481.0,554141872.15,409641872.15,26.07635467779368
pool19r8kcmqpajlm6h5q0lv8jye0q7evdur39wfsgs4z98fcqpz9lct,BLOOM,0.04,1000000000000.0,16557280895228.0,5026689192.0,799204313.1510953,645861004.0553992,19.186997188628215
pool19ru9alj7n5anmzs0f9gpzlj8kaq44yhcp45mldjvldxck8f6yg6,XRAY4,0.01,100000000.0,2078421703979.0,883806196.0,345463964.69826573,177172062.1887643,48.714748774590866
pool19rz6ve8nz6uvq97yspwh3fvt7w03dsjsnmft6du83hvtc324dus,DGK,0.05,50000000000.0,2218520820751.0,1473289079.0,420928923.65836966,263068736.24181277,37.502813074607786
pool19tz0rwsnzmsw602rauwhzrsgk4qx55qzhkmxfqe04s6vuu37ptw,,1.0,76800000000000.0,76829401182537.0,27078557771.0,27078557771.0,27078557771.0,0.0
pool19uynx6nxcdksmaqdcshjg487fap3rs3axyhrdqa7gdqgzgxss4y,JAPAN,0.05,50000000000.0,3235225509302.0,589316396.0,356126315.4210781,197122277.44189626,44.64821359555471
