pool_id,ticker,sigma_ada,fixed_cost_ada,margin,pledge_met,f_ada_rho_0p003,f_ada_rho_0p0042,member_apr_rho_0p003,member_apr_rho_0p0042,f_gt_c_rho_0p003,f_gt_c_rho_0p0042
pool127xwsah7jllutuhen8vl7sve5278h7hhxtnys3cl438dyhuwgjg,ARTZ,2380628.940652,340.0,0.02,True,708.6318966848436,992.084655358781,0.011077713724513086,0.019595719201662223,True,True
pool127xz8pls3lr6nct6w274ph2g4u83vqajgykf3l9ll772gvmju8z,,2162.16716,340.0,0.0,True,0.6421527704763011,0.8990138786668216,0.0,0.0,False,False
pool128r8qqgl9zgy3ff4759a2qslyauu5takaec3nxx4a6mvj3ys8da,BTCAO,1491555.53618,700.0,0.0,True,442.9842359789277,620.1779303704988,0.0,0.0,False,False
pool128sj7hpet8874ycvxml85wlv9eyd8pehjhnj3clcvhrr5g5s9qj,BIZ,25021.3693,340.0,0.01,True,7.431389174866773,10.40394484481348,0.0,0.0,False,False
pool12a4mx8ztxg7dwatm6lmfm36q7eyygkt3y3h29tklvcp6vyxp0nt,,14785.014207,340.0,0.03,False,0.0,0.0,0.0,0.0,False,False
pool12ahcpgfgzkm29zajw8fgfqjma6ngsks7zdk4tr7q280pwfvtlek,BNP,32128043.520627,345.0,0.06,True,9541.861849814353,13358.606589740095,0.019642922225534414,0.027794835487403434,True,True
pool12ame5t8hdltyl30npznvhn23kxnvthk82j9p7dr4uew3y92uqes,EoK,81651.547632,340.0,0.01,False,0.0,0.0,0.0,0.0,False,False
pool12cc8t9yr58xureweksj73v87xkm6svcs8j3xnt93zd5zw5q6ugr,,0.0,340.0,0.0,False,0.0,0.0,0.0,0.0,False,False
pool12cmz6vtm43tztqck4xnayhpmeml4ljxutvuexhwgsvrpwllnscv,PUWSP,7598.555142,340.0,0.6,True,2.2567313623209966,3.159423907249395,0.0,0.0,False,False
pool12d3th585ga2w593eu5zqnkahsnlczjpqxemjc0qhku7awnhvn8a,H3ART,171544.280445,340.0,0.0,True,50.94961560545327,71.32946184763458,0.0,0.0,False,False
pool12dcwy586prq83qggtfvaxwdpys9dw4sl2yahrdjyjxsqzcq84rk,,1863101.150722,170.0,0.0,True,553.3526481802038,774.6937074522853,0.01502051743476733,0.023693099339727425,True,True
pool12e8xz54gjtcz6dzkhua9uq9dp23cqcmf6xc4929t4ep4ketccsm,SOCK,32836.442065,170.0,0.0,True,9.752545568513534,13.653563795918947,0.0,0.0,False,False
pool12eht6dqxpzqj87xuextrpufz2gxmt4reuesuw26r2utzw0kw906,CAN1,6368382.236304,200.0,0.0,True,1891.6674570640632,2648.3344398896884,0.019391380696606418,0.02806496335805298,True,True
pool12f2r9xf4wvht030xwjhpjvy5yptr275qr2qcydnx57jkxyfzz2w,FREE1,501185.996294,170.0,0.0,True,148.91966556816033,208.48753179542442,0.0,0.005605882530320845,False,True
pool12f68ksfmsthe4r9xx2up9x4zx43tstu3psmjvk57papsv8vu9re,,1093.094791,340.0,0.0,True,0.32464357298665475,0.4545010021813166,0.0,0.0,False,False
pool12fvqhdv6wx77zkjdq06k5ylzswd06w7yavt8fd6sm5pwk30k9l4,,0.0,360.0,0.05,False,0.0,0.0,0.0,0.0,False,False
pool12fzerww0hmk0fyvaujz5t2kg6hl4n8daz85rqy5jk8qk58r59y6,ZETE2,102085.687836,170.0,0.0,True,30.319034348909526,42.44664808847333,0.0,0.0,False,False
pool12g6gfm5c4q7rzwwxdmh0xdxk07tyvujp6d9tke2m46k7q7cz7p0,NDE,114243.911768,340.0,0.03,True,33.93010542656662,47.502147597193265,0.0,0.0,False,False
pool12h408zlkavwxw4wkw96mt8unjs8sn27k0yk4yhz4pzvsx0wvmq5,,579.88263,340.0,0.075,True,0.17222212420724112,0.24111097389013753,0.0,0.0,False,False
pool12hhrd4azpps5jxppcqs2pgtylatg7xkhaqmnetgv2988k3t4drf,YAM,6208.049253,340.0,0.0249,True,1.8437616100780405,2.5812662541092566,0.0,0.0,False,False
pool12hszgt63rau649xhfuy4mjmdukzpy0atyskd7hujl7zdxjv7e8c,,7.304864,340.0,1.0,True,0.00216950660364668,0.0030373092451053516,0.0,0.0,False,False
pool12jqfrwhuv2jn0uymwmud2d63gp5drj08fjfart9dxgpu2tmj8a0,IOGP,2.925923,500.0,1.0,False,0.0,0.0,0.0,0.0,False,False
pool12jzydsj2yjjn59zefvgz2q47rvfk950xckm5x4ejcdvucueg5c8,ZILLA,51.006764,340.0,0.02,False,0.0,0.0,0.0,0.0,False,False
pool12kdg7dmdfh0t9hmy43pvl38ftu5dvppyn86wgkc4jq8557xkyz7,RENEW,184656.933092,170.0,0.0,True,54.84748304745729,76.78647626644019,0.0,0.0,False,False
pool12ktz62g9d32nq0cdk9jyyqg6kquj7lnmx776at5h598supql0t2,CTEC2,7464030.535472,680.0,0.5,True,2216.863912613565,3103.6094776589907,0.007515447926399437,0.011851739554674683,True,True
pool12l453n0jtxqq88cgwgr67z06ldyhqqvwxgkn0sgungjfvhtp2el,EVERS,39421087.918967,400.0,0.04,True,11707.903323272309,16391.06465258123,0.02010238445280556,0.02842777482844919,True,True
pool12lsfsh2s8yt8dvrt9m8kgrgr6ktntngvn2vad60xlqz7kxz9fxr,POP4,4122221.288075,340.0,0.05,True,1224.5124276742858,1714.317398744,0.014880554092683554,0.023120765466572966,True,True
pool12m0v0myprg2nfvlymzaghvjrzhnlzkh2psn3sur2nhkj5wpkdmh,DAPP,363054.558046,170.0,0.0,True,107.82573100281202,150.95602340393683,0.0,0.0,False,False
pool12m7z9p7jqymxrvvp6z7vmfdu6j6u6y43p0m6y4xalz43sc8s4t9,,28840311.622564,340.0,0.05,True,8565.422507028286,11991.591509839602,0.019779018282733044,0.0280176539623513,True,True
pool12mca6l778v2e5wq5a4kc08h6grcv9j6f7yykt9wyjttckfxksvg,,1014.271248,340.0,0.01,True,0.3012335793141401,0.42172701103979604,0.0,0.0,False,False
pool12mmcc4rc2fzfv7gyv8h06nvnsrm3m7erzdv8x6gzvjxlu2lf09n,1PCT3,13287132.57218,340.0,0.01,True,3946.9703729008183,5525.758522061145,0.019618660943846778,0.028205842483580358,True,True
pool12mvua605f7w2gs90d580ywzyyf96je0y5q6zwcz2l76tcdqa8y9,,507.423329,340.0,0.005,True,0.1507020930551599,0.21098293027722384,0.0,0.0,False,False
pool12n6lycv28kjtkzecfz2a3uujyxy6ewuwjcmjq84my67psqmgagv,MANT,1419735.920231,340.0,0.0,True,421.8060622035206,590.5284870849288,0.004206305169686307,0.012881677005273017,True,True
pool12ndf7w5f4fdn746s5zlay4aexvcsjncnnmjwfp8falascjqav3y,SAMON,528154.948533,170.0,0.031415,True,156.86108259338343,219.6055156307368,0.0,0.006640934766999054,False,True
pool12nhydvz643puda5jjc7hxyphk9685n8tlsgeenfvtttckd803e5,,581.187987,340.0,0.075,True,0.17260980844497867,0.24165373182297012,0.0,0.0,False,False
pool12p0qtp89dfzr6spqq4xl6ha2s9m8lqydnvfafyd0h38fy0hfv3f,PANDA,45059.513161,500.0,0.0,True,13.38244201700262,18.73541882380367,0.0,0.0,False,False
