pool_id,ticker,sigma_ada,fixed_cost_ada,pledge_met,unsaturated_k500,D_base_a0_0p3_c_declared,D_A_a0_0p6_c_declared,D_B_a0_0p6_c170,D_C_a0_0p3_c75,D_D_a0_0p6_c75,f_base,f_A,f_B,f_C,f_D
pool10jn0wjlh9y3w2ygq84u2llvlnxfz3lc4g0ssqlmpp3w3y2d2lw5,EARN,7104483.057688,340.0,True,True,0.0002367885888471235,0.0001839537544311712,0.00020668587986361002,0.0002722239608447487,0.0002193891264287964,2110.800544966567,1715.6803492151103,1715.6803492151103,2110.800544966567,1715.6803492151103
pool10jqlkjfn2rtlc6hp95p8k4h04h3dfmdcgnga6umwp2rpukpg20l,CCIO,16350.180704,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool10ldeq0mccp8t4gfmvfkwmfcvh2pvz44hj2hmewfpk9udjxug58y,BREAD,215231.051864,170.0,True,True,0.0,0.0,0.0,0.0,0.0,63.92252736436223,51.93707357165173,51.93707357165173,63.92252736436223,51.93707357165173
pool10le7rwlfg3t9646gm09jp05qg5kqvq3gvut4q2yaeu2ujncnh7w,,2854.261122,340.0,True,True,0.0,0.0,0.0,0.0,0.0,0.8477007036285659,0.6887568216982097,0.6887568216982097,0.8477007036285659,0.6887568216982097
pool10ljdn3zwsh7vjkxf6t250423l5qy487x83st7m8a53jxznrkw5g,,127062.59889,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool10mf43thtl3keag50mrlvqa78xkwg7harmu4w5yzr3k7jvw0ap43,JORGE,2927773.115288,190.0,True,True,0.00023231379871832731,0.00017676148692493757,0.00018359261734811336,0.0002715927986515881,0.00021604048685819834,870.1620941979465,707.5175292371636,707.5175292371636,870.1620941979465,707.5175292371636
pool10n23qyec2zcetv0e3x7fdjydscsrlet5sph2hgtfc7x5ze56jqn,DOTAR,901698.759103,170.0,True,True,0.00010846748122847173,5.2784528420181304e-05,5.2784528420181304e-05,0.00021382417495898653,0.00015814122215069608,267.8049932267409,217.59574377631452,217.59574377631452,267.8049932267409,217.59574377631452
pool10n5e9hupkx0fs39fmhzpusdhd25vh6twxyq2n5dncegpkumhuz5,,0.0,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool10nug2zc80t6tz64awqr0362kfsh6yvje6xz2a6appzhzwe25nc5,,0.0,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool10nwac5phcc4vkjvux5mw6gvdzlxurkd944e5yx9yyfa8sqs35t7,,36120.987876,340.0,True,True,0.0,0.0,0.0,0.0,0.0,10.727745475784852,8.716293199075192,8.716293199075192,10.727745475784852,8.716293199075192
pool10p3g22454ly7eaurlur5wc9d9ual2fnfwy7a6e7k09z3yf929k9,OUROS,6076311.463663,340.0,True,True,0.00023745113492412524,0.00018259610789469831,0.00021015674250032557,0.0002804133006328971,0.0002255582736034702,1804.65034331464,1466.2925831091275,1466.2925831091275,1804.65034331464,1466.2925831091275
pool10p6wd9k0fwk2zqkqnqr8efyr7gms627ujk9dxgk6majskhawr6r,BBHMM,7036434.076718,340.0,True,True,0.0002467694087861153,0.00019200305563469517,0.00021592142084142217,0.000284053919255425,0.0002292875661040049,2093.9158354284605,1704.663478284799,1704.663478284799,2093.9158354284605,1704.663478284799
pool10p7hdyghmkfuuxep4slslvjs2fk0hechqwadc2348e6g2x8hta6,SBPIO,360.524775,345.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool10pd44d65586rldtdzuu88e7mn4sxjctvdksmt05nnqfzqu7g7hd,RDB,3460141.27996,340.0,True,True,0.00019674672200114117,0.00014161777363346214,0.0001902574060596692,0.00027256732548905214,0.00021743837712137314,1027.6479338312756,834.9671762880538,834.9671762880538,1027.6479338312756,834.9671762880538
pool10pktmr26fpvrt77j7m5mchqlt0mjmmfvt7ruvdewkcpasp0nzkl,IOGP,0.0,500.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool10pmpya78vv23pngluf7hwpg9lerepmqdmdu47huf5vsskt56wzq,,247.210196,340.0,True,True,0.0,0.0,0.0,0.0,0.0,0.07342015292528443,0.05965388306851315,0.05965388306851315,0.07342015292528443,0.05965388306851315
pool10pvwz69qz468m79ysw8qjcav5z830sv4zmeprru2n4anyuxwj9l,,124124.412269,345.0,True,True,0.0,0.0,0.0,0.0,0.0,36.864304673072404,29.95224754687133,29.95224754687133,36.864304673072404,29.95224754687133
pool10pxym4rs92lj853juzku38z58d9n59ra55qd2mnm820ljx4c6h9,JVNP,139.818659,340.0,True,True,0.0,0.0,0.0,0.0,0.0,0.04152541579307802,0.03373940154407104,0.03373940154407104,0.04152541579307802,0.03373940154407104
pool10q2fhzwe4f5k2llny65z5z2fuhrpk3x56fdc0782djdq58p9uee,KURIS,2278562.468341,340.0,True,True,0.00014777802459077985,9.209157190467041e-05,0.00016670001576435332,0.0002640794223720503,0.00020839296968594082,676.7214604781243,549.8363993925085,549.8363993925085,676.7214604781243,549.8363993925085
pool10q33p4hx4wqum6thmglw7z5l2vaay4w6m5cdq8fnurw7vjdppcf,SPKL,38230.184169,340.0,True,True,0.0,0.0,0.0,0.0,0.0,11.354208588589094,9.225329242753462,9.225329242753462,11.354208588589094,9.225329242753462
pool10qmnswfc22zm0fscg80gkwqz65ujwjkqmctv8g9l9l58wqtelgg,WAAUS,2697137.476281,170.0,True,True,0.00023212712483905058,0.00017690723895949427,0.00017690723895949427,0.0002670678725127452,0.00021184798663318892,801.1277899846386,650.9910726038812,650.9910726038812,801.1277899846386,650.9910726038812
